LAND1;BLAND;BEZEI
PG;WPD;Western(FlyRiver)
PH;00;NationalCapitalReg
PH;01;Ilocos
PH;02;CagayanValley
PH;03;CentralLuzon
PH;04;SouthLuzon
PH;05;Bicol
PH;06;WesternVisayas
PH;07;CentralVisayas
PH;08;EasternVisayas
PH;09;ZamboangaPeninsula
PH;10;NorthernMindanao
PH;11;Davao
PH;12;Soccsksargen
PH;13;Caraga
PH;14;MuslimMindanao(ARMM)
PH;15;CordilleraA.R.(CAR)
PH;40;Calabarzon
PH;41;Mimaropa
PK;BA;Balochistan
PK;GB;Gilgit-Baltistan
PK;IS;Islamabad
PK;JK;AzadKashmir
PK;KP;KhyberPakhtunkhwa
PK;PB;Punjab
PK;SD;Sindh
PL;02;Dolnoslaskie
PL;04;Kujawsko-Pomorskie
PL;06;Lubelskie
PL;08;Lubuskie
PL;10;Lodzkie
PL;12;Malopolskie
PL;14;Mazowieckie
PL;16;Opolskie
PL;18;Podkarpackie
PL;20;Podlaskie
PL;22;Pomorskie
PL;24;Slaskie
PL;26;Swietokrzyskie
PL;28;Warminsko-mazurskie
PL;30;Wielkopolskie
PL;32;Zachodnio-Pomorskie
PL;DSL;Dolnoslaskie
PL;K-P;Kujawsko-Pomorskie
PL;LBL;Lubelskie
PL;LBS;Lubuskie
PL;LDZ;Lodzkie
PL;MAL;Malopolskie
PL;MAZ;Mazowieckie
PL;OPO;Opolskie
PL;PDK;Podkarpackie
PL;PDL;Podlaskie
PL;POM;Pomorskie
PL;SLS;Slaskie
PL;SWK;Swietokrzyskie
PL;W-M;Warminsko-mazurskie
PL;WLK;Wielkopolskie
PL;Z-P;Zachodnio-Pomorskie
PS;BTH;Bethlehem
PS;DEB;DeirElBalah
PS;GZA;Gaza
PS;HBN;Hebron
PS;JEM;Jerusalem
PS;JEN;Jenin
PS;JRH;Jericho&AlAghwar
PS;KYS;KhanYunis
PS;NBS;Nablus
PS;NGZ;NorthGaza
PS;QQA;Qalqilya
PS;RBH;Ramallah
PS;RFH;Rafah
PS;SLT;Salfit
PS;TBS;Tubas
PS;TKM;Tulkarm
PT;10;AltoMinho
PT;11;Cavado
PT;30;Oeste
PT;34;LeziriadoTejo
PT;35;MetropolitanaLisboa
PT;36;MédioTejo
PT;40;AlentejoLitoral
PT;43;BaixoAlentejo
PT;44;AltoAlentejo
PT;45;AlentejoCentral
PT;50;Algarve
PT;60;Reg.Aut.dosAçores
PT;70;Reg.Aut.daMadeira
PT;80;Ave
PT;81;MetropolitanaPorto
PT;82;TâmegaeSousa
PT;83;AltoTâmega
PT;84;Douro
PT;85;Trás-os-Montes
PT;90;RegiãodeAveiro
PT;91;RegiãodeCoimbra
PT;92;RegiãodeLeiria
PT;93;ViseuDãoLafões
PT;94;BeiraBaixa
PT;95;BeiraseEstrela
PY;1;Concepción
PY;10;AltoParaná
PY;11;Central
PY;12;Ñeembucú
PY;13;Amambay
PY;14;Canindeyú
PY;15;PresidenteHayes
PY;16;AltoParaguay
PY;19;Boquerón
PY;2;SanPedro
PY;3;Cordillera
PY;4;Guairá
PY;5;Caaguazú
PY;6;Caazapá
PY;7;Itapúa
PY;8;Misiones
PY;9;Paraguarí
PY;ASU;Asunción
QA;001;Doha
QA;002;Thenorth
QA;003;Thewestcoast
QA;004;Thesouth
QA;DA;Doha
QA;KH;AlKhor&Dhekra
QA;MS;AlShamal
QA;RA;AlRayyan
QA;SH;AshShahaniyah
QA;US;UmmSalal
QA;WA;AlWakrah
QA;ZA;AlDaayen
RO;01;Alba
RO;02;Arad
RO;03;Arges
RO;04;Bacau
RO;05;Bihor
RO;06;Bistrita-Nasaud
RO;07;Botosani
RO;08;Braila
RO;09;Brasov
RO;10;Bucuresti
RO;11;Buzau
RO;12;Calarasi
RO;13;Caras-Severin
RO;14;Cluj
RO;15;Constanta
RO;16;Covasna
RO;17;Dimbovita
RO;18;Dolj
RO;19;Galati
RO;20;Gorj
RO;21;Giurgiu
RO;22;Harghita
RO;23;Hunedoara
RO;24;Ialomita
RO;25;Iasi
RO;26;Ilfov
RO;27;Maramures
RO;28;Mehedinti
RO;29;Mures
RO;30;Neamt
RO;31;Olt
RO;32;Prahova
RO;33;Salaj
RO;34;SatuMare
RO;35;Sibiu
RO;36;Suceava
RO;37;Teleorman
RO;38;Timis
RO;39;Tulcea
RO;40;Vaslui
RO;41;Vilcea
RO;42;Vrancea
RO;AB;Alba
RO;AG;Arges
RO;AR;Arad
RO;B;Bucuresti
RO;BC;Bacau
RO;BH;Bihor
RO;BN;Bistrita-Nasaud
RO;BR;Braila
RO;BT;Botosani
RO;BV;Brasov
RO;BZ;Buzau
RO;CJ;Cluj
RO;CL;Calarasi
RO;CS;Caras-Severin
RO;CT;Constanta
RO;CV;Covasna
RO;DB;Dimbovita
RO;DJ;Dolj
RO;GJ;Gorj
RO;GL;Galati
RO;GR;Giurgiu
RO;HD;Hunedoara
RO;HR;Harghita
RO;IF;Ilfov
RO;IL;Ialomita
RO;IS;Iasi
RO;MH;Mehedinti
RO;MM;Maramures
RO;MS;Mures
RO;NT;Neamt
RO;OT;Olt
RO;PH;Prahova
RO;SB;Sibiu
RO;SJ;Salaj
RO;SM;SatuMare
RO;SV;Suceava
RO;TL;Tulcea
RO;TM;Timis
RO;TR;Teleorman
RO;VL;Vilcea
RO;VN;Vrancea
RO;VS;Vaslui
RS;00;Beograd
RS;001;Aleksandrovac
RS;002;Aleksinac
RS;003;Arandjelovac
RS;004;Arilje
RS;006;Babusnica
RS;007;BajinaBasta
RS;008;Batocina
RS;009;BelaPalanka
RS;01;Severnobačkidistr.
RS;010;Barajevo
RS;011;Cukarica
RS;012;Grocka
RS;013;NoviBeograd
RS;014;Obrenovac
RS;015;Palilula
RS;016;SavskiVenac
RS;017;Sopot
RS;018;StariGrad
RS;019;Vozdovac
RS;02;Srednjebanatskidis.
RS;020;Vracar
RS;021;Zemun
RS;022;Zvezdara
RS;023;Blace
RS;024;Bogatic
RS;025;Bojnik
RS;026;Boljevac
RS;027;Bor
RS;028;Bosilegrad
RS;029;Brus
RS;03;Severnobanatskidis.
RS;030;Bujanovac
RS;031;CrnaTrava
RS;032;Cicevac
RS;033;Cuprija
RS;034;GradCacak
RS;035;Cajetina
RS;036;Despotovac
RS;037;Dimitrovgrad
RS;038;Doljevac
RS;039;GadzinHan
RS;04;Južnobanatskidistr.
RS;040;Golubac
RS;041;GornjiMilanovac
RS;042;Ivanjica
RS;043;Kladovo
RS;044;Knic
RS;045;Knjazevac
RS;046;Koceljeva
RS;048;Kosjeric
TH;72;SuphanBuri
TH;73;NakhonPathom
TH;74;SamutSakhon
TH;75;SamutSongkhram
TH;76;Phetchaburi
TH;77;PrachuapKhiriKhan
TH;80;NakhonSiThammarat
TH;81;Krabi
TH;82;Phangnga
TH;83;Phuket
TH;84;SuratThani
TH;85;Ranong
TH;86;Chumphon
TH;90;Songkhla
TH;91;Satun
TH;92;Trang
TH;93;Phatthalung
TH;94;Pattani
TH;95;Yala
TH;96;Narathiwat
TH;S;Phatthaya
TJ;DU;Dushanbe
TJ;GB;KŭhistoniBadakhshon
TJ;KT;Khatlon
TJ;RA;DistrictsRep.Adm.
TJ;SU;Sughd
TL;AL;Aileu
TL;AN;Ainaro
TL;BA;Baucau
TL;BO;Bobonaro
TL;CO;CovaLima
TL;DI;Dili
TL;ER;Ermera
TL;LA;Lautein
TL;LI;Liquiçá
TL;MF;Manufahi
TL;MT;Manatuto
TL;OE;Oecusi-Ambeno
TL;VI;Viqueque
TM;A;Ahal
TM;B;Balkan
TM;D;Daşoguz
TM;L;Lebap
TM;M;Mary
TM;S;Asgabat
TN;11;Tunis
TN;12;L'Ariana
TN;13;BenArous
TN;14;LaManouba
TN;21;Nabeul
TN;22;Zaghouan
TN;23;Bizerte
TN;31;Béja
TN;32;Jendouba
TN;33;LeKef
TN;34;Siliana
TN;41;Kairouan
TN;42;Kasserine
TN;43;SidiBouzid
TN;51;Sousse
TN;52;Monastir
TN;53;Mahdia
TN;61;Sfax
TN;71;Gafsa
TN;72;Tozeur
TN;73;Kébili
TN;81;Gabès
TN;82;Médenine
TN;83;Tataouine
TO;01;EuaIsland
TO;02;Haʻapai
TO;03;Niuas
TO;04;Tongatapu
TO;05;Vavaʻu
TR;01;Adana
TR;02;Adiyaman
TR;03;Afyon
TR;04;Agri
TR;05;Amasya
TR;06;Ankara
TR;07;Antalya
TR;08;Artvin
TR;09;Aydin
TR;10;Balikesir
TR;11;Bilecik
TR;12;Bingöl
TR;13;Bitlis
TR;14;Bolu
TR;15;Burdur
TR;16;Bursa
TR;17;Canakkale
TR;18;Cankiri
TR;19;Corum
TR;20;Denizli
TR;21;Diyarbakir
TR;22;Edirne
TR;23;Elazig
TR;24;Erzincan
TR;25;Erzurum
TR;26;Eskisehir
TR;27;Gaziantep
TR;28;Giresun
TR;29;Guemueshane
TR;30;Hakkari
TR;31;Hatay
TR;32;Isparta
TR;33;Icel
TR;34;Istanbul
TR;35;Izmir
TR;36;Kars
TR;37;Kastamonu
TR;38;Kayseri
TR;39;Kirklareli
TR;40;Kirshehir
TR;41;Kocaeli
TR;42;Konya
TR;43;Kuetahya
TR;44;Malatya
TR;45;Manisa
TR;46;K.Marash
TR;47;Mardin
TR;48;Mugla
TR;49;Mush
TR;50;Nevshehir
TR;51;Nigde
TR;52;Ordu
TR;53;Rize
TR;54;Sakarya
TR;55;Samsun
TR;56;Siirt
TR;57;Sinop
TR;58;Sivas
TR;59;Tekirdag
TR;60;Tokat
TR;61;Trabzon
TR;62;Tunceli
TR;63;Shanliurfa
TR;64;Ushak
TR;65;Van
TR;66;Yozgat
TR;67;Zonguldak
TR;68;Aksaray
TR;69;Bayburt
TR;70;Karaman
TR;71;Kirikkale
TR;72;Batman
TR;73;Shirnak
TR;74;Bartin
TR;75;Ardahan
TR;76;Igdir
TR;77;Yalova
TR;78;Karabük
TR;79;Kilis
TR;80;Osmaniye
TR;81;Düzce
TT;ARI;Arima
TT;CHA;Chaguanas
TT;CTT;Couva/Tabaquite/Tal.
TT;DMN;DiegoMartin
TT;MRC;Mayaro-RioClaro
TT;PED;Penal-Debe
TT;POS;PortofSpain
TT;PRT;PrincesTown
TT;PTF;PointFortin
TT;SFO;SanFernando
TT;SGE;SangreGrande
TT;SIP;Siparia
TT;SJL;SanJuan-Laventille
TT;TOB;Tobago
TT;TUP;Tunapuna-Piarco
TV;FUN;Funafuti
TV;NIT;Niutao
TV;NIU;Nui
TV;NKF;Nukufetau
TV;NKL;Nukulaelae
TV;NMA;Nanumea
TV;NMG;Nanumanga
TV;VAI;Vaitupu
TW;CHA;Changhua
TW;CYI;Chiayi
TW;CYQ;Chiayi
TW;HSQ;Hsinchu
TW;HSZ;Hsinchu
TW;HUA;Hualien
TW;ILA;Yilan
TW;KEE;Keelung
TW;KHH;Kaohsiung
TW;KIN;Kinmen
TW;LIE;Lienchiang
TW;MIA;Miaoli
TW;NAN;Nantou
TW;NWT;NewTaipei
TW;PEN;Penghu
TW;PIF;Pingtung
TW;TAO;Taoyuan
TW;TNN;Tainan
TW;TPE;Taipei
TW;TTT;Taitung
TW;TXG;Taichung
TW;YUN;Yunlin
TZ;01;Arusha
TZ;02;Daressalam
TZ;03;Dodoma
TZ;04;Iringa
TZ;05;Kagera
TZ;06;PembaNorth
TZ;07;ZanzibarNorth
TZ;08;Kigoma
TZ;09;Kilimanjaro
TZ;10;PembaSouth
TZ;11;ZanzibarCentral/S.
TZ;12;Lindi
TZ;13;Mara
TZ;14;Mbeya
TZ;15;ZanzibarUrban/West
TZ;16;Morogoro
TZ;17;Mtwara
TZ;18;Mwanza
TZ;19;Pwani
TZ;20;Rukwa
TZ;21;Ruvuma
TZ;22;Shinyanga
TZ;23;Singida
TZ;24;Tabora
TZ;25;Tanga
TZ;26;Manyara
TZ;27;Geita
TZ;28;Katavi
TZ;29;Njombe
TZ;30;Simiyu
UA;05;Vinnits'ka
UA;07;Volins'ka
UA;09;Lugans'ka
UA;12;Dnipropetrovs'ka
UA;14;Donets'ka
UA;18;Zhitomirs'ka
UA;21;Zakarpats'ka
UA;23;Zaporiz'ka
UA;26;Ivano-Frankivs'ka
UA;30;m.Kiev
UA;32;Kievs'ka
UA;35;Kirovograds'ka
UA;40;m.Sevastopil'
UA;43;RespublikaKrim
UA;46;L'vivsbka
UA;48;Mikolaivs'ka
UA;51;Odes'ka
UA;53;Poltavs'ka
UA;56;Rivnens'ka
UA;59;Sums'ka
UA;61;Ternopil's'ka
UA;63;Harkivs'ka
UA;65;Hersons'ka
UA;68;Hmel'nits'ka
UA;71;Cherkas'ka
UA;74;Chernigivs'ka
UA;77;Chernovits'ka
UA;CHG;Chernigivs'ka
UA;CHR;Cherkas'ka
UA;CHV;Chernovits'ka
UA;DNP;Dnipropetrovs'ka
UA;DON;Donets'ka
UA;HAR;Harkivs'ka
UA;HML;Hmel'nits'ka
UA;HRS;Hersons'ka
UA;IVF;Ivano-Frankivs'ka
UA;KIE;Kievs'ka
UA;KIR;Kirovograds'ka
UA;KRM;RespublikaKrim
UA;L'V;L'vivsbka
UA;LUG;Lugans'ka
UA;MIK;Mikolaivs'ka
UA;M_K;m.Kiev
UA;M_S;m.Sevastopil'
UA;ODS;Odes'ka
UA;POL;Poltavs'ka
UA;RIV;Rivnens'ka
UA;SUM;Sums'ka
UA;TER;Ternopil's'ka
UA;VIN;Vinnits'ka
UA;VOL;Volins'ka
UA;ZAK;Zakarpats'ka
UA;ZAP;Zaporiz'ka
UA;ZHI;Zhitomirs'ka
UG;C;Central
UG;E;Eastern
UG;N;Northern
UG;W;Western
UM;67;JohnstonAtoll
UM;71;MidwayIslands
UM;76;NavassaIsland
UM;79;WakeIsland
UM;81;BakerIsland
UM;84;HowlandIsland
UM;86;JarvisIsland
UM;89;KingmanReef
UM;95;PalmyraAtoll
US;AA;A.ForcesAmericas
US;AE;A.ForcesEur./ME/Afr
US;AK;Alaska
US;AL;Alabama
US;AP;ArmedForcesPacific
US;AR;Arkansas
US;AS;AmericanSamoa
US;AZ;Arizona
US;CA;California
US;CO;Colorado
US;CT;Connecticut
US;DC;DistrictofColumbia
US;DE;Delaware
US;FL;Florida
US;GA;Georgia
US;GU;Guam
US;HI;Hawaii
US;IA;Iowa
US;ID;Idaho
US;IL;Illinois
US;IN;Indiana
US;KS;Kansas
US;KY;Kentucky
US;LA;Louisiana
US;MA;Massachusetts
US;MD;Maryland
US;ME;Maine
US;MI;Michigan
US;MN;Minnesota
US;MO;Missouri
US;MP;NorthernMarianaIsl
US;MS;Mississippi
US;MT;Montana
US;NC;NorthCarolina
US;ND;NorthDakota
US;NE;Nebraska
US;NH;NewHampshire
US;NJ;NewJersey
US;NM;NewMexico
US;NV;Nevada
US;NY;NewYork
US;OH;Ohio
US;OK;Oklahoma
US;OR;Oregon
US;PA;Pennsylvania
US;PR;PuertoRico
US;RI;RhodeIsland
US;SC;SouthCarolina
US;SD;SouthDakota
US;TN;Tennessee
US;TX;Texas
US;UM;USMinorOutl.Isl.
US;UT;Utah
US;VA;Virginia
US;VI;VirginIslands
US;VT;Vermont
US;WA;Washington
US;WI;Wisconsin
US;WV;WestVirginia
US;WY;Wyoming
UY;AR;Artigas
UY;CA;Canelones
UY;CL;CerroLargo
UY;CO;Colonia
UY;DU;Durazno
UY;FD;Florida
UY;FS;Flores
UY;LA;Lavalleja
UY;MA;Maldonado
UY;MO;Montevideo
UY;PA;Paysandú
UY;RN;RíoNegro
UY;RO;Rocha
UY;RV;Rivera
UY;SA;Salto
UY;SJ;SanJosé
UY;SO;Soriano
UY;TA;Tacaurembó
UY;TT;Treintaytres
UZ;AN;Andijon
UZ;BU;Buxoro
UZ;FA;Fargʻona
UZ;JI;Jizzax
UZ;NG;Namangan
UZ;NW;Navoiy
UZ;QA;Qashqadaryo
UZ;QR;Karakalpakistan
UZ;SA;Samarqand
UZ;SI;Sirdaryo
UZ;SU;Surxondaryo
UZ;TK;Toshkent(city)
UZ;TO;Toshkent(region)
UZ;XO;Xorazm
VE;A;DistritoCapital
VE;AMA;Amazon
VE;ANZ;Anzoategui
VE;APU;Apure
VE;ARA;Aragua
VE;B;Anzoategui
VE;BAR;Barinas
VE;BOL;Bolivar
VE;C;Apure
VE;CAR;Carabobo
VE;COJ;Cojedes
VE;D;Aragua
VE;DA;DeltaAmacuro
VE;DF;DistritoFederal
VE;E;Barinas
VE;F;Bolivar
VE;FAL;Falcon
VE;G;Carabobo
VE;GUA;Guarico
VE;H;Cojedes
VE;I;Falcon
VE;J;Guarico
VE;K;Lara
VE;L;Merida
VE;LAR;Lara
VE;M;Miranda
VE;MER;Merida
VE;MIR;Miranda
VE;MON;Monagas
VE;N;Monagas
VE;NE;NuevaEsparta
VE;O;NuevaEsparta
VE;P;Portuguesa
VE;POR;Portuguesa
VE;R;Sucre
VE;S;Tachira
VE;SUC;Sucre
VE;T;Trujillo
VE;TAC;Tachira
VE;TRU;Trujillo
VE;U;Yaracuy
VE;V;Zulia
VE;VAR;Vargas
VE;W;DependenciasFederal
VE;X;Vargas
VE;Y;DeltaAmacuro
VE;YAR;Yaracuy
VE;Z;Amazon
VE;ZUL;Zulia
VN;01;LaiChâu
VN;02;LàoCai
VN;03;HàGiang
VN;04;CaoBằng
VN;05;SơnLa
VN;06;YênBái
VN;07;TuyênQuang
VN;09;LạngSơn
VN;13;QuảngNinh
VN;14;HòaBình
VN;18;NinhBình
VN;20;TháiBình
VN;21;ThanhHóa
VN;22;NghệAn
VN;23;HàTĩnh
VN;24;QuảngBình
VN;25;QuảngTrị
VN;26;ThừaThiên-Huế
VN;27;QuảngNam
VN;28;KonTum
VN;29;QuảngNgãi
VN;30;GiaLai
VN;31;BìnhĐịnh
VN;32;PhúYên
VN;33;ĐắkLắk
VN;34;KhánhHòa
VN;35;LâmÐồng
VN;36;NinhThuận
VN;37;TâyNinh
VN;39;ÐồngNai
RS;049;Kragujevac
RS;05;Zapadnobačkidistr.
RS;050;Kraljevo
RS;051;Krupanj
RS;052;GradKrusevac
RS;053;Kucevo
RS;054;Kursumlija
RS;055;Lajkovac
RS;056;Lazarevac
RS;057;Lebane
RS;058;GradLeskovac
RS;059;GradLoznica
RS;06;Južnobačkidistrict
RS;060;Lucani
RS;061;Ljig
RS;062;Ljubovija
RS;063;Majdanpek
RS;065;MaliZvornik
RS;066;MaloCrnice
RS;067;Medvedja
RS;068;Merosina
RS;069;Mionica
RS;07;Sremskidistrict
RS;070;Mladenovac
RS;072;Negotin
RS;074;NovaVaros
RS;075;GradNoviPazar
RS;076;Osecina
RS;077;Paracin
RS;078;PetrovacnaMlavi
RS;079;Pirot
RS;08;Mačvanskidistrict
RS;080;GradPozarevac
RS;081;Pozega
RS;082;Presevo
RS;083;Priboj
RS;084;Prijepolje
RS;085;Prokuplje
RS;086;Raca
RS;087;Raska
RS;088;Razanj
RS;089;Rekovac
RS;09;Kolubarskidistrict
RS;091;Sjenica
RS;092;GradSmederevo
RS;093;SmederevskaPalanka
RS;094;Sokobanja
RS;095;Surdulica
RS;096;GradJagodina
RS;097;Svilajnac
RS;098;Svrljig
RS;099;GradSabac
RS;10;Podunavskidistrict
RS;100;GradUzice
RS;101;Topola
RS;102;Trgoviste
RS;103;Trstenik
RS;104;Tutin
RS;105;Ub
RS;107;Valjevo
RS;108;Varvarin
RS;109;VelikaPlana
RS;11;Braničevskidistrict
RS;110;VelikoGradiste
RS;111;VladicinHan
RS;112;Vladimirci
RS;113;Vlasotince
RS;114;GradVranje
RS;115;VrnjackaBanja
RS;116;GradZajecar
RS;117;Zabari
RS;118;Zagubica
RS;119;Zitoradja
RS;12;Šumadijskidistrict
RS;120;Rakovica
RS;121;Lapovo
RS;122;NiskaBanja
RS;123;Stragari
RS;124;Surcin
RS;125;Pantelej
RS;126;NisCrveniKrst
RS;127;NisPalilula
RS;128;Medijana
RS;129;Kostolac
RS;13;Pomoravskidistrict
RS;14;Borskidistrict
RS;15;Zaječarskidistrict
RS;16;Zlatiborskidistrict
RS;17;Moravičkidistrict
RS;18;Raškidistrict
RS;19;Rasinskidistrict
RS;20;Nišavskidistrict
RS;201;Ada
RS;202;Alibunar
RS;203;Apatin
RS;204;Bac
RS;205;BackaPalanka
RS;206;BackaTopola
RS;207;BackiPetrovac
RS;208;Becej
RS;209;BelaCrkva
RS;21;Topličkidistrict
RS;210;Beocin
RS;211;Coka
RS;212;Indjija
RS;213;Irig
RS;214;Kanjiza
RS;215;Kikinda
RS;216;Kovacica
RS;217;Kovin
RS;218;Kula
RS;219;MaliIdjos
RS;22;Pirotskidistrict
RS;220;NovaCrnja
RS;221;NoviBecej
RS;222;NoviKnezevac
RS;223;NoviSad
RS;224;Odzaci
RS;225;Opovo
RS;226;GradPancevo
RS;227;Pecinci
RS;228;Plandiste
RS;229;Ruma
RS;23;Jablaničkidistrict
RS;230;Secanj
RS;231;Senta
RS;232;GradSombor
RS;233;Srbobran
RS;234;GradSremskaMitrovi
RS;235;StaraPazova
RS;236;GradSubotica
RS;237;Sid
RS;238;Temerin
RS;239;Titel
RS;24;Pčinjskidistrict
RS;240;Vrbas
RS;241;Vrsac
RS;242;GradZrenjanin
RS;243;Zabalj
RS;244;Zitiste
RS;247;Petrovaradin
RS;25;Kosovskidistrict
RS;250;SremskiKarlovci
RS;26;Pećkidistrict
RS;27;Prizrenskidistrict
RS;28;Kosovsko-Mitrovački
RS;29;Kosovsko-Pomoravski
RS;301;Decani
RS;303;Djakovica
RS;304;Glogovac
RS;305;Gnjilane
RS;306;Istok
RS;307;Kacanik
RS;308;Klina
RS;309;KosovskaKamenica
RS;310;KosovskaMitrovica
RS;311;Leposavic
RS;312;Lipljan
RS;313;Orahovac
RS;314;Pec
RS;315;Podujevo
RS;316;Pristina
RS;317;Prizren
RS;318;Srbica
RS;319;SuvaReka
RS;320;Urosevac
RS;321;Gnjilane
RS;322;Vucitrn
RS;324;ZubinPotok
RS;325;Stimlje
RS;326;Strpce
RS;327;Obilic
RS;328;KosovoPolje
RS;329;NovoBrdo
RS;330;Zvecan
RS;331;GorasedisteDragas
RS;501;GradBeograd
RS;511;GradNoviSad
RS;521;GradNis
RS;531;GradKragujevac
RS;541;GradPristina
RS;581;APVojvodina
RS;591;APKosovoiMetohija
RS;601;RepublicofSerbia
RU;01;AdigejaRepublic
RU;02;Republ.ofBashkortos
RU;03;BuryatRepublic
RU;04;Highlands-AltayRep.
RU;05;DagestanRepublic
RU;06;IngushetijaRepublic
RU;07;Kabardino-Balkar.Rep
RU;08;KalmykRepublic
RU;09;Karach.-CherkesskRe
RU;10;KarelianRepublic
RU;11;KomiRepublic
RU;12;MarijskayaRepublic
RU;13;MordovianRepublic
RU;14;Yakutiya-SahaRrepub
RU;15;North-OsetiyaRepubl
RU;16;TatarstanRepublic
RU;17;TuvaRepublic
RU;18;TheUdmurtRepublic
RU;19;ChakasskyRepublic
RU;20;ChechenskayaRepubl.
RU;21;ChuvashRepublic
RU;22;AltayTerritory
RU;23;KrasnodarTerritory
RU;24;KrasnoyarskTerritor
RU;25;PrimoryeTerritory
RU;26;StavropolTerritory
RU;27;KhabarovskTerritory
RU;28;TheAmurArea
RU;29;TheArkhangelskArea
RU;30;TheAstrakhanArea
RU;31;TheBelgorodArea
RU;32;TheBryanskArea
RU;33;TheVladimirArea
RU;34;TheVolgogradArea
RU;35;TheVologdaArea
RU;36;TheVoronezhArea
RU;37;TheIvanovoArea
RU;38;TheIrkutskArea
RU;39;TheKaliningradArea
RU;40;TheKalugaArea
RU;41;KamchatkaTerritory
RU;42;TheKemerovoArea
RU;43;TheKirovArea
RU;44;TheKostromaArea
RU;45;TheKurganArea
RU;46;TheKurskArea
RU;47;TheLeningradArea
RU;48;TheLipetskArea
RU;49;TheMagadanArea
RU;50;TheMoscowArea
RU;51;TheMurmanskArea
RU;52;TheNizhniyNovgorod
RU;53;TheNovgorodArea
RU;54;TheNovosibirskArea
RU;55;TheOmskArea
RU;56;TheOrenburgArea
RU;57;TheOryolArea
RU;58;ThePenzaArea
RU;59;PermTerritory
RU;60;ThePskovArea
RU;61;TheRostovArea
RU;62;TheRyazanArea
RU;63;TheSamaraArea
RU;64;TheSaratovArea
RU;65;TheSakhalinArea
RU;66;TheSverdlovskArea
RU;67;TheSmolenskArea
RU;68;TheTambovArea
RU;69;TheTverArea
RU;70;TheTomskArea
RU;71;TheTulaArea
RU;72;TheTyumenArea
RU;73;TheUlyanovskArea
RU;74;TheChelyabinskArea
RU;75;ZabaykalskTerritory
RU;76;TheYaroslavlArea
RU;77;c.Moscow
RU;78;c.St-Peterburg
RU;79;TheJewishAuton.are
RU;80;AginskBuryatAut.di
RU;81;KomyPermjats.Aut.di
RU;82;KorjacsAuton.distri
RU;83;NenekchkyAuton.dist
RU;84;TheTaymirAuton.dis
RU;85;Ust-OrdinskyBuryat
RU;86;Chanti-MansyjskyAut
RU;87;ChukotkaAuton.dist
RU;88;EvenskyAuton.distri
RU;89;Jamalo-NenekchkyAut
RW;01;CityofKigali
RW;02;Eastern
RW;03;Northern
RW;04;Western
RW;05;Southern
SA;01;Riyadh
SA;02;Makkah
SA;03;Madinah
SA;04;EasternProvince
SA;05;Qassim
SA;06;Ha'il
SA;07;Tabuk
SA;08;NorthernBorders
SA;09;Jizan
SA;10;Najran
SA;11;Bahah
SA;12;Jawf
SA;14;'Asir
SD;DC;CentralDarfur
SD;DE;EastDarfur
SD;DN;NorthDarfur
SD;DS;SouthDarfur
SD;DW;WestDarfur
SD;GD;Gedaref
SD;GK;WestKordofan
SD;GZ;Gezira
SD;KA;Kassala
SD;KH;Khartoum
SD;KN;NorthKordofan
SD;KS;SouthKordofan
SD;NB;BlueNile
SD;NO;Northern
SD;NR;RiverNile
SD;NW;WhiteNile
SD;RS;RedSea
SD;SI;Sennar
SE;001;BlekingeCounty
SE;002;DalarnasCounty
SE;003;GotlandCounty
SE;004;GaevleborgCounty
SE;005;HallandCounty
SE;006;JaemtlandCounty
SE;007;JoenkoepingCounty
SE;008;KalmarCounty
SE;009;KronobergCounty
SE;010;NorrbottenCounty
SE;011;SkaaneCounty
SE;012;StockholmCounty
SE;013;SoedermanlandCounty
SE;014;UppsalaCounty
SE;015;VaermlandCounty
SE;016;VaesterbottenCounty
SE;017;VaesternorrlandCnty
SE;018;VaestmanlandCounty
SE;019;VaestraGoetalandC.
SE;020;OerebroCounty
SE;021;OestergoetlandCnty
SE;AB;StockholmCounty
SE;AC;VaesterbottenCounty
SE;BD;NorrbottenCounty
SE;C;UppsalaCounty
SE;D;SoedermanlandCounty
SE;E;OestergoetlandCnty
SE;F;JoenkoepingCounty
SE;G;KronobergCounty
SE;H;KalmarCounty
SE;I;GotlandCounty
SE;K;BlekingeCounty
SE;M;SkaaneCounty
SE;N;HallandCounty
SE;O;VaestraGoetalandC.
SE;S;VaermlandCounty
SE;T;OerebroCounty
SE;U;VaestmanlandCounty
SE;W;DalarnasCounty
SE;X;GaevleborgCounty
SE;Y;VaesternorrlandCnty
SE;Z;JaemtlandCounty
SG;SG;Singapore
SH;AC;Ascension
SH;HL;St.Helena
SH;TA;TristandaCunha
SI;001;Ajdovscina
SI;002;Beltinci
SI;003;Bled
SI;004;Bohinj
SI;005;Borovnica
SI;006;Bovec
SI;007;Brda
SI;008;Brezovica
SI;009;Brezice
SI;010;Tisina
SI;011;Celje
SI;012;CerkljenaGorenjske
SI;013;Cerknica
SI;014;Cerkno
SI;015;Crensovci
SI;016;CrnanaKoroskem
SI;017;Crnomelj
SI;018;Destrnik
SI;019;Divaca
SI;020;Dobrepolje
SI;021;Dobrova-PolhovGrade
SI;022;DolpriLjubljani
SI;023;Domzale
SI;024;Dornava
SI;025;Dravograd
SI;026;Duplek
SI;027;Gorenjavas-Poljane
SI;028;Gorisnica
